City,Customer Name,Customer Segment,Customer Type,Feedback,Gender,Order Date,Order ID,Order Priority,POS,Product Category,Product Container,Product Name,Product Sub-Category,Promotion,Region,Row ID,Ship Date,Ship Mode,State,Zip Code,Discount,Labour Cost,Number of Records,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Hermitage,Steven Roelle,Small Business,Direct,Very Satisfied,Female,18/07/11,20482,Medium,Point of Sales,Furniture,Jumbo Box,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Bookcases,Outdoor Advertising,East,2842,18/07/11,Delivery Truck,Pennsylvania,16148,0.04,30.095,1,38,0.71,-1143.15,4650.07,60.19,120.98
Reynoldsburg,Sam Zeldin,Small Business,Direct,Very UnSatisfied,Female,25/06/09,36705,Not Specified,Point of Sales,Furniture,Jumbo Box,KI Conference Tables,Tables,Outdoor Advertising,East,5151,25/06/09,Delivery Truck,Ohio,43068,0.06,44.65,1,17,0.72,54.23085,1032.072,89.3,70.89
Mauldin,Meg Tillman,Small Business,Direct,Satisified,Female,13/05/12,47014,Critical,Point of Sales,Furniture,Jumbo Drum,"Global Stack Chair without Arms, Black",Chairs & Chairmats,Window Display,South,6609,15/05/12,Delivery Truck,South Carolina,29662,0.08,7.18,1,33,0.6,-237.13,803.11,14.36,25.98
Land O Lakes,Meg Tillman,Small Business,Direct,Satisified,Female,05/05/10,8384,High,Point of Sales,Furniture,Jumbo Box,"Sauder Forest Hills Library, Woodland Oak Finish",Bookcases,Window Display,South,1148,06/05/10,Delivery Truck,Florida,34639,0.07,18.045,1,37,0.77,-698.09,4935.72,36.09,140.98
North Miami Beach,Ryan Crowe,Small Business,Direct,Satisified,Female,08/11/09,16679,Low,Point of Sales,Furniture,Jumbo Drum,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Chairs & Chairmats,Outdoor Advertising,South,2315,13/11/09,Delivery Truck,Florida,33160,0.09,21.66,1,29,0.55,846.23,6481.95,43.32,243.98
Russellville,Logan Currie,Small Business,Direct,Satisified,Female,20/08/10,15045,Not Specified,Point of Sales,Furniture,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",Chairs & Chairmats,Outdoor Advertising,South,2105,22/08/10,Delivery Truck,Arkansas,72801,0.07,35.1,1,11,0.74,-640.6,1378.72,70.2,122.99
Russellville,Logan Currie,Small Business,Direct,Satisified,Female,19/10/11,31777,Not Specified,Point of Sales,Furniture,Jumbo Drum,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Chairs & Chairmats,Outdoor Advertising,South,4456,21/10/11,Delivery Truck,Arkansas,72801,0.07,11.88,1,32,0.58,1590.95,6483.42,23.76,200.98
Birmingham,Ionia McGrath,Small Business,Direct,Unsatisfied,Female,26/12/10,5957,High,Point of Sales,Furniture,Jumbo Box,Bush Mission Pointe Library,Bookcases,Radio Advertising,South,825,28/12/10,Delivery Truck,Alabama,35211,0.03,33.135,1,3,0.65,-258.8,536.38,66.27,150.98
Hollywood,Sean Braxton,Small Business,Direct,Very UnSatisfied,Female,22/08/09,24162,Not Specified,Point of Sales,Furniture,Jumbo Box,"Iceberg OfficeWorks 42"" Round Tables",Tables,Outdoor Advertising,South,3391,23/08/09,Delivery Truck,Florida,33021,0.04,8.005,1,12,0.7,-7.01,1755.3,16.01,150.98
Hollywood,Sean Braxton,Small Business,Direct,Very UnSatisfied,Female,29/11/10,35265,Not Specified,Point of Sales,Furniture,Jumbo Drum,"Metal Folding Chairs, Beige, 4/Carton",Chairs & Chairmats,Outdoor Advertising,South,4955,30/11/10,Delivery Truck,Florida,33021,0.04,9.595,1,16,0.58,-112.88,577,19.19,33.94
Homestead,Sean Braxton,Small Business,Direct,Very UnSatisfied,Female,28/03/12,36512,Not Specified,Point of Sales,Furniture,Jumbo Drum,Hon 4700 Series Mobuisª Mid-Back Task Chairs with Adjustable Arms,Chairs & Chairmats,Outdoor Advertising,South,5126,29/03/12,Delivery Truck,Florida,33030,0.04,29.46,1,30,0.64,1099.29,10413.67,58.92,355.98
Keizer,Alejandro Ballentine,Small Business,Direct,Unsatisfied,Female,19/05/10,9249,High,Point of Sales,Furniture,Jumbo Box,Bevis 36 x 72 Conference Tables,Tables,Outdoor Advertising,West,1273,21/05/10,Delivery Truck,Oregon,97303,0.02,25.97,1,35,0.63,-365.44,3457.56,51.94,124.49
Keizer,Alejandro Ballentine,Small Business,Direct,Unsatisfied,Female,06/02/10,10913,Low,Point of Sales,Furniture,Jumbo Drum,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,Outdoor Advertising,West,1508,06/02/10,Delivery Truck,Oregon,97303,0.03,15,1,27,0.69,605.44,5149.06,30,180.98
Stockton,Giulietta Dortch,Small Business,Direct,Very Satisfied,Female,15/09/11,5958,Medium,Point of Sales,Furniture,Jumbo Drum,Hon Non-Folding Utility Tables,Tables,Film Advertising,West,828,15/09/11,Delivery Truck,California,95207,0.09,30,1,21,0.55,27.74,2629.664,60,159.31
Adrian,Tony Chapman,Consumer,Direct,Very Satisfied,Female,25/06/09,32582,Not Specified,Point of Sales,Furniture,Large Box,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Office Furnishings,Window Display,Central,4576,26/06/09,Express Air,Michigan,49221,0.07,12.245,1,27,0.61,595.38,2780.88,24.49,105.34
Orem,Bruce Money,Corporate,Direct,Satisified,Female,12/02/12,4199,Critical,Point of Sales,Furniture,Wrap Bag,Coloredge Poster Frame,Office Furnishings,Television Advertising,West,614,13/02/12,Express Air,Utah,84057,0.01,2.65,1,43,0.46,102.53,639.71,5.3,14.2
Elk Plain,Liz Pelletier,Corporate,Direct,Satisified,Female,20/04/10,18758,Not Specified,Point of Sales,Furniture,Large Box,Luxo Professional Combination Clamp-On Lamps,Office Furnishings,Outdoor Advertising,West,2599,22/04/10,Express Air,Washington,98387,0.09,10.63,1,20,0.59,594.44,2022.18,21.26,102.3
Berkeley,Speros Goranitis,Corporate,Direct,Very Satisfied,Female,05/09/09,36867,High,Point of Sales,Furniture,Large Box,SAFCO Arco Folding Chair,Chairs & Chairmats,Outdoor Advertising,West,5188,07/09/09,Express Air,California,94704,0.06,12.245,1,21,,1167.38,5482.18,24.49,276.2
Berkeley,Speros Goranitis,Corporate,Direct,Very Satisfied,Female,06/02/11,57633,High,Point of Sales,Furniture,Small Pack,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Office Furnishings,Outdoor Advertising,West,8078,07/02/11,Express Air,California,94704,0.09,1.96,1,12,0.44,202.63,351.12,3.92,30.93
El Dorado Hills,Sara Luxemburg,Corporate,Direct,Very UnSatisfied,Female,28/11/11,26437,Critical,Point of Sales,Furniture,Small Box,"Eldon Expressionsª Desk Accessory, Wood Pencil Holder, Oak",Office Furnishings,Outdoor Advertising,West,3700,29/11/11,Express Air,California,95630,0.03,3.11,1,4,0.55,-12.98,52.43,6.22,9.65
Channelview,Eugene Hildebrand,Home Office,Direct,Very Satisfied,Female,25/04/12,52999,Not Specified,Point of Sales,Furniture,Wrap Bag,"Master Giant Foot¨ Doorstop, Safety Yellow",Office Furnishings,Film Advertising,Central,7432,27/04/12,Express Air,Texas,77530,0.04,2,1,5,0.42,22.85,43.61,4,7.59
Philadelphia,Lena Creighton,Home Office,Direct,Neutral,Female,03/09/11,42274,High,Point of Sales,Furniture,Wrap Bag,Eldon¨ 500 Classª Desk Accessories,Office Furnishings,Outdoor Advertising,East,5957,05/09/11,Express Air,Pennsylvania,19143,0.1,3.1,1,45,0.52,-28.81,508.49,6.2,12.07
Penn Hills,Lena Creighton,Home Office,Direct,Neutral,Female,09/04/12,15236,Not Specified,Point of Sales,Furniture,Wrap Bag,Eldon¨ 500 Classª Desk Accessories,Office Furnishings,Outdoor Advertising,East,2135,11/04/12,Express Air,Pennsylvania,15235,0.01,3.1,1,30,0.52,31.24,381.39,6.2,12.07
Aurora,Eugene Moren,Home Office,Direct,Very Satisfied,Female,14/07/11,6274,Not Specified,Point of Sales,Furniture,Small Pack,"Eldon Regeneration Recycled Desk Accessories, Smoke",Office Furnishings,Film Advertising,West,875,15/07/11,Express Air,Colorado,80013,0.05,2.04,1,22,0.53,-56.73,46.36,4.08,1.74
Moore,Nat Gilpin,Consumer,Direct,Satisified,Female,15/04/10,37318,Medium,Point of Sales,Furniture,Small Box,"Linden¨ 12"" Wall Clock With Oak Frame",Office Furnishings,Window Display,Central,5247,17/04/10,Regular Air,Oklahoma,73160,0.07,9.995,1,32,0.55,-138.54,1031.23,19.99,33.98
Kingsville,Ivan Liston,Consumer,Direct,Unsatisfied,Female,10/09/11,14368,High,Point of Sales,Furniture,Medium Box,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Office Furnishings,Radio Advertising,Central,2011,11/09/11,Regular Air,Texas,78363,0.06,6.995,1,5,0.65,319.64,522.06,13.99,105.98
Clinton,Justin Hirsh,Consumer,Direct,Unsatisfied,Female,15/10/09,47108,Not Specified,Point of Sales,Furniture,Small Pack,3M Polarizing Light Filter Sleeves,Office Furnishings,Outdoor Advertising,Central,6621,16/10/09,Regular Air,Michigan,49236,0.07,1.885,1,19,0.39,187.15,359.68,3.77,18.65
Port Huron,Shahid Shariari,Consumer,Direct,Very Satisfied,Female,27/07/11,31938,Medium,Point of Sales,Furniture,Wrap Bag,"Master Giant Foot¨ Doorstop, Safety Yellow",Office Furnishings,Outdoor Advertising,Central,4486,29/07/11,Regular Air,Michigan,48060,0.05,2,1,47,0.42,40.58,363.23,4,7.59
North Olmsted,Ryan Akin,Consumer,Direct,Satisified,Female,08/01/11,46402,Medium,Point of Sales,Furniture,Small Box,"Deflect-o SuperTrayª Unbreakable Stackable Tray, Letter, Black",Office Furnishings,Outdoor Advertising,East,6519,10/01/11,Regular Air,Ohio,44070,0.03,4.275,1,27,0.42,322.88,826.27,8.55,29.18
Gadsden,Lori Olson,Consumer,Direct,Satisified,Female,12/03/10,2149,Low,Point of Sales,Furniture,Small Box,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Office Furnishings,Outdoor Advertising,South,310,16/03/10,Regular Air,Alabama,35904,0.01,2.465,1,4,0.57,21.21,43.56,4.93,9.38
Farragut,Brosina Hoffman,Consumer,Direct,Satisified,Female,21/08/10,40257,Not Specified,Point of Sales,Furniture,Large Box,Hon Olson Stacker Stools,Chairs & Chairmats,Television Advertising,South,5692,22/08/10,Regular Air,Tennessee,37922,0.06,12.245,1,24,0.57,405.5,3201.16,24.49,140.81
Oakland Park,Steven Ward,Consumer,Direct,Very Satisfied,Female,11/10/11,33571,Medium,Point of Sales,Furniture,Wrap Bag,"Master Caster Door Stop, Brown",Office Furnishings,Outdoor Advertising,South,4716,14/10/11,Regular Air,Florida,33334,0.03,1.015,1,1,0.51,-2.55,7.15,2.03,5.08
Woodstock,Julia Dunbar,Consumer,Direct,Very UnSatisfied,Female,09/06/10,43207,Low,Point of Sales,Furniture,Large Box,Electrix Fluorescent Magnifier Lamps & Weighted Base,Office Furnishings,Outdoor Advertising,South,6099,13/06/10,Regular Air,Georgia,30188,0.02,5.125,1,45,0.57,579.76,2207.9,10.25,49.34
Columbia,Sarah Brown,Consumer,Direct,Very UnSatisfied,Female,05/03/12,2240,Not Specified,Point of Sales,Furniture,Small Box,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Office Furnishings,Outdoor Advertising,South,324,06/03/12,Regular Air,Tennessee,38401,0.01,2.58,1,17,0.57,16.48,186.02,5.16,10.64
Pico Rivera,Anne McFarland,Consumer,Direct,Satisified,Female,01/03/12,56358,Not Specified,Point of Sales,Furniture,Small Box,Eldon Wave Desk Accessories,Office Furnishings,Direct Mail,West,7881,03/03/12,Regular Air,California,90660,0,2.785,1,1,0.41,-8.06,11.7,5.57,5.89
Caldwell,Sue Ann Reed,Consumer,Direct,Very Satisfied,Female,11/12/11,42083,Critical,Point of Sales,Furniture,Large Box,Hon Olson Stacker Stools,Chairs & Chairmats,Outdoor Advertising,West,5932,13/12/11,Regular Air,Idaho,83605,0.03,12.245,1,38,0.57,1263.98,5526.16,24.49,140.81
Kent,Stephanie Phelps,Consumer,Direct,Very Satisfied,Female,25/04/12,3845,Critical,Point of Sales,Furniture,Small Box,12-1/2 Diameter Round Wall Clock,Office Furnishings,Outdoor Advertising,West,570,27/04/12,Regular Air,Washington,98031,0.02,5.245,1,22,0.49,-10.4,475.72,10.49,19.98
Kent,Stephanie Phelps,Consumer,Direct,Very Satisfied,Female,25/04/12,3845,Critical,Point of Sales,Furniture,Wrap Bag,Document Clip Frames,Office Furnishings,Outdoor Advertising,West,571,26/04/12,Regular Air,Washington,98031,0.09,0.48,1,15,0.43,39.04,123.91,0.96,8.34
Billings,Julia Dunbar,Consumer,Direct,Very UnSatisfied,Female,23/08/11,58566,Not Specified,Point of Sales,Furniture,Large Box,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Office Furnishings,Outdoor Advertising,West,8189,24/08/11,Regular Air,Montana,59102,0.07,5.06,1,45,0.79,693.01,4680.89,10.12,105.29
Southgate,Lela Donovan,Corporate,Direct,Neutral,Female,21/07/10,10306,Low,Point of Sales,Furniture,Small Box,DAX Clear Channel Poster Frame,Office Furnishings,Outdoor Advertising,Central,1420,21/07/10,Regular Air,Michigan,48195,0.02,3.7,1,20,0.48,51.5,310.31,7.4,14.58
Sterling Heights,Lela Donovan,Corporate,Direct,Neutral,Female,31/03/12,33284,Low,Point of Sales,Furniture,Small Pack,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Office Furnishings,Outdoor Advertising,Central,4678,02/04/12,Regular Air,Michigan,48310,0.01,4.495,1,21,0.41,144.66,480.39,8.99,22.23
Southgate,Lela Donovan,Corporate,Direct,Neutral,Female,26/03/10,7169,Medium,Point of Sales,Furniture,Small Box,"Career Cubicle Clock, 8 1/4"", Black",Office Furnishings,Outdoor Advertising,Central,992,28/03/10,Regular Air,Michigan,48195,0.05,7.195,1,22,0.47,-39,446.72,14.39,20.28
Grapevine,Linda Cazamias,Corporate,Direct,Neutral,Female,18/09/09,19204,Medium,Point of Sales,Furniture,Small Pack,"Eldon¨ 400 Classª Desk Accessories, Black Carbon",Office Furnishings,Outdoor Advertising,Central,2653,19/09/09,Regular Air,Texas,76051,0.1,4.27,1,27,0.43,-80.75,233.92,8.54,8.75
Flint,Liz Price,Corporate,Direct,Satisified,Female,16/06/12,19972,Critical,Point of Sales,Furniture,Small Pack,"GE 4 Foot Flourescent Tube, 40 Watt",Office Furnishings,Outdoor Advertising,Central,2761,18/06/12,Regular Air,Michigan,48505,0.04,4.495,1,6,0.39,-21.09,97.86,8.99,14.98
Midland,Sally Knutson,Corporate,Direct,Satisified,Female,29/05/12,25635,Critical,Point of Sales,Furniture,Wrap Bag,"Master Caster Door Stop, Gray",Office Furnishings,Outdoor Advertising,Central,3594,30/05/12,Regular Air,Michigan,48640,0.09,1.815,1,22,0.51,-36.6,110.42,3.63,5.08
Flint,Liz Price,Corporate,Direct,Satisified,Female,11/08/09,20389,High,Point of Sales,Furniture,Small Pack,Ultra Door Pull Handle,Office Furnishings,Outdoor Advertising,Central,2825,13/08/09,Regular Air,Michigan,48505,0.01,3.97,1,24,0.52,-30.42,270.39,7.94,10.52
New Castle,Logan Haushalter,Corporate,Direct,Satisified,Female,10/09/12,58278,High,Point of Sales,Furniture,Small Pack,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Office Furnishings,Outdoor Advertising,Central,8149,12/09/12,Regular Air,Indiana,47362,0.08,4.495,1,37,0.35,2093.7,3512.9,8.99,99.23
Mason City,Sally Knutson,Corporate,Direct,Satisified,Female,15/06/10,47750,Low,Point of Sales,Furniture,Small Pack,"Executive Impressions 13"" Chairman Wall Clock",Office Furnishings,Outdoor Advertising,Central,6706,20/06/10,Regular Air,Iowa,50401,0.05,4.495,1,43,0.5,216.12,1097.6,8.99,25.38
North Platte,Liz MacKendrick,Corporate,Direct,Satisified,Female,23/07/10,3109,Low,Point of Sales,Furniture,Small Pack,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Office Furnishings,Outdoor Advertising,Central,458,30/07/10,Regular Air,Nebraska,69101,0.1,4.495,1,47,0.41,199.3,1005.74,8.99,22.23
Dallas,Anna Haberlin,Corporate,Direct,Satisified,Female,10/04/11,18182,Medium,Point of Sales,Furniture,Medium Box,Eldon Cleatmat¨ Chair Mats for Medium Pile Carpets,Office Furnishings,Direct Mail,Central,2502,11/04/11,Regular Air,Texas,75217,0.01,26.1,1,45,0.72,-1363.12,2673.08,52.2,55.5
North Platte,Liz MacKendrick,Corporate,Direct,Satisified,Female,02/03/10,1600,Medium,Point of Sales,Furniture,Small Box,"Eldon Expressionsª Desk Accessory, Wood Pencil Holder, Oak",Office Furnishings,Outdoor Advertising,Central,237,04/03/10,Regular Air,Nebraska,69101,0.1,3.11,1,32,0.55,-45.99,303.59,6.22,9.65
Maryland Heights,Bruce Stewart,Corporate,Direct,Satisified,Female,05/09/10,36449,Not Specified,Point of Sales,Furniture,Large Box,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Office Furnishings,Television Advertising,Central,5114,05/09/10,Regular Air,MO,63043,0.02,7.185,1,6,0.73,-26.39,90.75,14.37,12.99
Dallas,Anna Haberlin,Corporate,Direct,Satisified,Female,16/05/10,6438,Not Specified,Point of Sales,Furniture,Medium Box,DAX Solid Wood Frames,Office Furnishings,Direct Mail,Central,896,16/05/10,Regular Air,Texas,75217,0.02,3.01,1,7,0.48,20.29,75.72,6.02,9.77
Brookings,Lisa DeCherney,Corporate,Direct,Satisified,Female,02/04/11,12323,Not Specified,Point of Sales,Furniture,Small Box,"Eldon¨ Expressionsª Wood Desk Accessories, Oak",Office Furnishings,Outdoor Advertising,Central,1716,04/04/11,Regular Air,South Dakota,57006,0,2.605,1,4,0.56,14.19,36.8,5.21,7.38
Muncie,Hilary Holden,Corporate,Direct,Unsatisfied,Female,11/08/12,47846,High,Point of Sales,Furniture,Large Box,Dana Swing-Arm Lamps,Office Furnishings,Radio Advertising,Central,6715,13/08/12,Regular Air,Indiana,47302,0.01,6.52,1,5,0.6,-9.45,66.43,13.04,10.68
Muncie,Hilary Holden,Corporate,Direct,Unsatisfied,Female,11/08/12,47846,High,Point of Sales,Furniture,Medium Box,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Office Furnishings,Radio Advertising,Central,6717,12/08/12,Regular Air,Indiana,47302,0.03,6.995,1,50,0.65,1581.93,5513.82,13.99,105.98
Muncie,Hilary Holden,Corporate,Direct,Unsatisfied,Female,11/08/12,47846,High,Point of Sales,Furniture,Medium Box,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Office Furnishings,Radio Advertising,Central,6716,13/08/12,Regular Air,Indiana,47302,0.06,6.995,1,25,0.69,631.99,2674.18,13.99,110.98
Michigan City,Hilary Holden,Corporate,Direct,Unsatisfied,Female,10/09/12,11362,Low,Point of Sales,Furniture,Medium Box,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Office Furnishings,Radio Advertising,Central,1571,12/09/12,Regular Air,Indiana,46360,0.09,6.995,1,32,0.69,569.57,3245.73,13.99,110.98
Oak Park,Shahid Shariari,Corporate,Direct,Very Satisfied,Female,12/11/10,8992,High,Point of Sales,Furniture,Large Box,Hon Olson Stacker Stools,Chairs & Chairmats,Outdoor Advertising,Central,1221,13/11/10,Regular Air,Michigan,48237,0.06,12.245,1,3,0.57,-154.45,441.43,24.49,140.81
Port Huron,Shahid Shariari,Corporate,Direct,Very Satisfied,Female,14/12/10,36805,Medium,Point of Sales,Furniture,Small Box,Hand-Finished Solid Wood Document Frame,Office Furnishings,Outdoor Advertising,Central,5174,16/12/10,Regular Air,Michigan,48060,0,2.51,1,7,0.55,165.33,263.8,5.02,34.23
Minnetonka,Sean Wendt,Corporate,Direct,Very UnSatisfied,Female,08/12/10,27396,Critical,Point of Sales,Furniture,Medium Box,DAX Solid Wood Frames,Office Furnishings,Outdoor Advertising,Central,3842,10/12/10,Regular Air,Minnesota,55345,0.07,3.01,1,14,0.48,-31.16,138.31,6.02,9.77
Freeport,Julia West,Corporate,Direct,Very UnSatisfied,Female,17/03/11,15205,Critical,Point of Sales,Furniture,Wrap Bag,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Office Furnishings,Outdoor Advertising,Central,2130,18/03/11,Regular Air,Illinois,61032,0.02,4.6,1,42,0.65,155.72,1753.51,9.2,39.98
Mount Vernon,Lindsay Castell,Corporate,Direct,Satisified,Female,21/08/09,43779,High,Point of Sales,Furniture,Large Box,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Office Furnishings,Outdoor Advertising,East,6175,24/08/09,Regular Air,New York,10550,0.09,10.605,1,20,0.59,1397.86,3878.49,21.21,209.84
New City,Logan Haushalter,Corporate,Direct,Satisified,Female,10/01/10,24740,Medium,Point of Sales,Furniture,Medium Box,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Office Furnishings,Outdoor Advertising,East,3476,11/01/10,Regular Air,New York,10956,0.04,19.805,1,11,0.67,160.48,1091.47,39.61,92.23
Dundalk,Helen Wasserman,Corporate,Direct,Unsatisfied,Female,11/09/09,10629,Critical,Point of Sales,Furniture,Large Box,Westinghouse Clip-On Gooseneck Lamps,Office Furnishings,newspapers and magazines,East,1472,13/09/09,Regular Air,Maryland,21222,0.06,5.08,1,39,0.59,-255.65,341.55,10.16,8.37
Elmira,Helen Wasserman,Corporate,Direct,Unsatisfied,Female,11/09/09,44487,Critical,Point of Sales,Furniture,Small Box,"Eldon¨ 200 Classª Desk Accessories, Burgundy",Office Furnishings,newspapers and magazines,East,6286,12/09/09,Regular Air,New York,14901,0.09,2.645,1,4,0.43,-10.09,28.15,5.29,6.28
Canton,Alejandro Grove,Corporate,Direct,Unsatisfied,Female,01/09/12,30054,Not Specified,Point of Sales,Furniture,Small Box,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Office Furnishings,Outdoor Advertising,East,4232,03/09/12,Regular Air,Ohio,44708,0.03,2.465,1,33,0.57,-9.18,311.19,4.93,9.38
Somerville,Shirley Jackson,Corporate,Direct,Very Satisfied,Female,24/03/10,5830,Medium,Point of Sales,Furniture,Large Box,Dana Halogen Swing-Arm Architect Lamp,Office Furnishings,Outdoor Advertising,East,809,25/03/10,Regular Air,MA,2145,0.07,7.225,1,49,0.57,241.74,2012.14,14.45,40.97
